country,year,region,income,GDP_original,GDP_increased,GDP_change_pct,CO2_predicted_original,CO2_predicted_increased,CO2_change_absolute,CO2_change_pct
"Egypt, Arab Rep.",2007,Middle East & North Africa,Lower middle income,130437828371.278,143481611208.40582,10,187.92846274843043,190.9684024682524,3.039939719821973,1.6176047392519644
"Egypt, Arab Rep.",2012,Middle East & North Africa,Lower middle income,279116666666.667,307028333333.33374,10,202.7316801807691,209.23667840144742,6.504998220678317,3.208673757785673
"Egypt, Arab Rep.",2016,Middle East & North Africa,Lower middle income,332441717791.411,365685889570.5521,10,250.94855590842803,258.69632965672577,7.747773748297732,3.087395231365635
El Salvador,2009,Latin America & Caribbean,Upper middle income,17601620000,19361782000,10,-4.988882017143624,-4.578664640487318,0.41021737665630553,-8.22263134799838
El Salvador,2004,Latin America & Caribbean,Upper middle income,13724810900,15097291990.000002,10,-24.09225086135757,-23.772385080679328,0.3198657806782421,-1.327670803857046
El Salvador,2010,Latin America & Caribbean,Upper middle income,18447920000,20292712000,10,-3.5525784176639945,-3.122637460685837,0.4299409569781574,-12.102222848633584
El Salvador,2007,Latin America & Caribbean,Upper middle income,17011750000,18712925000,10,2.7153652634793843,3.1118353302875903,0.39647006680820596,14.600984705099366
El Salvador,2016,Latin America & Caribbean,Upper middle income,24191430000,26610573000.000004,10,51.93017438024788,52.49397163028311,0.5637972500352362,1.0856833368340888
Equatorial Guinea,2003,Sub-Saharan Africa,Upper middle income,2484745935.09329,2733220528.602619,10,NA,NA,NA,NA
Equatorial Guinea,2021,Sub-Saharan Africa,Upper middle income,12215878032.7166,13437465835.988262,10,114.25134763297388,114.536046736814,0.28469910384012564,0.24918664833145404
Equatorial Guinea,2015,Sub-Saharan Africa,Upper middle income,13185496881.0174,14504046569.119143,10,144.19330554860824,144.50060225995867,0.3072967113504319,0.21311440928638725
Equatorial Guinea,2007,Sub-Saharan Africa,Upper middle income,13071718758.7373,14378890634.611032,10,-130.0769212944772,-129.77227625739545,0.30464503708174107,-0.2342037573229954
Equatorial Guinea,2016,Sub-Saharan Africa,Upper middle income,11240808847.8878,12364889732.67658,10,160.16608311778452,160.42805759042255,0.2619744726380304,0.16356426250704842
Equatorial Guinea,2018,Sub-Saharan Africa,Upper middle income,13097012133.6159,14406713346.977491,10,131.55638882678682,131.86162334267158,0.3052345158847629,0.23201801038081754
Equatorial Guinea,2022,Sub-Saharan Africa,Upper middle income,13687643435.6249,15056407779.187391,10,83.73717521685796,84.05617478523675,0.3189995683787856,0.38095334306735085
Eritrea,2008,Sub-Saharan Africa,Low income,1380188800,1518207680.0000002,10,-69.98655109923399,-69.95438488789515,0.032166211338847006,-0.04596056075579222
Eritrea,2006,Sub-Saharan Africa,Low income,1211161879.6748,1332278067.64228,10,-19.539614329076898,-19.511387401726637,0.028226927350260667,-0.14446000251016305
Estonia,2005,Europe & Central Asia,High income,14109491356.7964,15520440492.476042,10,73.78157106800393,74.11040208073666,0.32883101273273496,0.4456817711697327
Estonia,2018,Europe & Central Asia,High income,31222632740.7247,34344896014.797173,10,-3.506061208190431,-2.7783971354970163,0.7276640726934147,-20.754460047461095
Estonia,2002,Europe & Central Asia,High income,7370119619.4782,8107131581.426021,10,52.00879230382566,52.180557808134154,0.17176550430849602,0.3302624358302227
Estonia,2015,Europe & Central Asia,High income,23311847750.9394,25643032526.03334,10,-23.001917642128547,-22.45861963720631,0.5432980049222351,-2.3619683079256495
Estonia,2023,Europe & Central Asia,High income,41470344395.1086,45617378834.61946,10,NA,NA,NA,NA
Estonia,2000,Europe & Central Asia,High income,5686579747.53524,6255237722.288765,10,94.79312565829389,94.92565515422564,0.1325294959317489,0.13980918448610444
Eswatini,2007,Sub-Saharan Africa,Lower middle income,3391122887.17476,3730235175.892236,10,12.284183488892424,12.363215846976274,0.07903235808385034,0.6433667989029372
Eswatini,2010,Sub-Saharan Africa,Lower middle income,4360714358.88708,4796785794.775788,10,-17.741883096614757,-17.640253769050005,0.10162932756475129,-0.572821537664977
Eswatini,2004,Sub-Saharan Africa,Lower middle income,2710331785.24986,2981364963.774846,10,38.60249074181793,38.66565681373707,0.06316607191914159,0.16363211467780764
Eswatini,2003,Sub-Saharan Africa,Lower middle income,2149632433.27703,2364595676.604733,10,50.087861611058685,50.137960214343735,0.05009860328505056,0.10002144566297376
Eswatini,2016,Sub-Saharan Africa,Lower middle income,3722306116.72872,4094536728.4015927,10,-14.967469686463886,-14.880718884531092,0.08675080193279427,-0.5795956414145873
Eswatini,2014,Sub-Saharan Africa,Lower middle income,4285065665.03168,4713572231.534848,10,-23.67608124866672,-23.576214963864004,0.0998662848027152,-0.42180242479248553
Ethiopia,2005,Sub-Saharan Africa,Low income,12401139453.9738,13641253399.371181,10,-46.82011781099487,-46.53110106740206,0.2890167435928106,-0.6172917905920778
Ethiopia,2016,Sub-Saharan Africa,Low income,68475871209.607,75323458330.5677,10,59.0501856335934,60.64606102755488,1.595875393961478,2.7025747283232775
Ethiopia,2010,Sub-Saharan Africa,Low income,29933790334.3418,32927169367.775982,10,-4.446164969259314,-3.748538219884324,0.6976267493749901,-15.690527773898763
Fiji,2004,East Asia & Pacific,Upper middle income,2708078476.63012,2978886324.293132,10,22.517998898777364,22.581112455851212,0.06311355707384791,0.2802804874338755
Finland,2003,Europe & Central Asia,High income,171612867735.686,188774154509.2546,10,146.04490140527878,150.04445260584998,3.9995512005712044,2.738576398139594
Finland,2009,Europe & Central Asia,High income,253480783439.453,278828861783.3983,10,67.76830544656559,73.67584248095909,5.907537034393499,8.717256533810652
Finland,2019,Europe & Central Asia,High income,267014821129.411,293716303242.3521,10,-10.42249072029017,-4.199534000848416,6.222956719441754,-59.70700177575694
Finland,2010,Europe & Central Asia,High income,249429613683.334,274372575051.66745,10,99.57158915126706,105.38471099945923,5.813121848192168,5.838133043514045
France,2018,Europe & Central Asia,High income,2781576320884.39,3059733952972.8296,10,383.9377625311472,448.7642353968563,64.82647286570909,16.88463058135627
France,2006,Europe & Central Asia,High income,2317861544690.82,2549647699159.902,10,394.374499140049,448.39379295025674,54.01929381020773,13.69746115126591
France,2003,Europe & Central Asia,High income,1835095983049.09,2018605581353.9993,10,305.03086857393737,347.7989921943167,42.768123620379356,14.02091657815696
France,2007,Europe & Central Asia,High income,2655816911866.56,2921398603053.2163,10,457.71026683956325,519.6058336376973,61.89556679813404,13.522870532381939
Gabon,2009,Sub-Saharan Africa,Upper middle income,12113699068.2517,13325068975.07687,10,44.59916545075919,44.88148320636253,0.28231775560334427,0.633011296848243
Gabon,2021,Sub-Saharan Africa,Upper middle income,19444935097.2395,21389428606.96345,10,-43.065577113786276,-42.612400061626204,0.453177052160072,-1.0522953192121502
Gabon,2002,Sub-Saharan Africa,Upper middle income,5335451099.88223,5868996209.870453,10,-25.288378631237492,-25.16403242029378,0.12434621094371323,-0.49171286446223356
Gabon,2014,Sub-Saharan Africa,Upper middle income,18203966895.8433,20024363585.42763,10,33.42934246656034,33.85359793536088,0.42425546880053844,1.2691110189347123
Gabon,2006,Sub-Saharan Africa,Upper middle income,10327598306.4575,11360358137.10325,10,3.7682999722243267,4.008991470190722,0.24069149796639522,6.387270114919261
Gabon,2011,Sub-Saharan Africa,Upper middle income,18210307743.5816,20031338517.939762,10,9.355826270501666,9.780229516945838,0.4244032464441716,4.53624548140968
Gabon,2001,Sub-Saharan Africa,Upper middle income,5023265413.2623,5525591954.58853,10,-21.77202594649077,-21.654955429113556,0.11707051737721486,-0.5377107195487444
Gabon,2000,Sub-Saharan Africa,Upper middle income,5080483628.53013,5588531991.383143,10,-19.60006047207446,-19.48165644640858,0.11840402566588182,-0.6041003079280296
Georgia,2006,Europe & Central Asia,Upper middle income,7745250733.95067,8519775807.345738,10,-2.358396542175001,-2.1778883595402476,0.1805081826347532,-7.653852073081903
Georgia,2021,Europe & Central Asia,Upper middle income,18853115588.8106,20738427147.69166,10,29.212335730591803,29.651720038322537,0.4393843077307338,1.504105360772644
Georgia,2007,Europe & Central Asia,Upper middle income,10172931088.5655,11190224197.42205,10,5.209712660114292,5.44679953643913,0.23708687632483816,4.550862817060565
Germany,2020,Europe & Central Asia,High income,3941398957073.94,4335538852781.3345,10,822.4393063616076,914.2962116082158,91.85690524660822,11.16883696293339
Germany,2000,Europe & Central Asia,High income,1966980701145.1,2163678771259.6104,10,635.6219659488211,681.4637500094555,45.84178406063438,7.212114514042057
Germany,2018,Europe & Central Asia,High income,4055433215301.96,4460976536832.156,10,900.5239365993166,995.0384855320881,94.5145489327715,10.495506570285123
Germany,2016,Europe & Central Asia,High income,3536787895179,3890466684696.9004,10,806.2680750193363,888.6952522990491,82.42717727971285,10.223296671858929
Germany,2021,Europe & Central Asia,High income,4355251953410.78,4790777148751.858,10,929.8150118260542,1031.3170344242844,101.50202259823027,10.916367374935309
Ghana,2009,Sub-Saharan Africa,Lower middle income,26048720005.5233,28653592006.075634,10,20.68583291022776,21.292915530232108,0.6070826200043484,2.9347748415012416
Ghana,2000,Sub-Saharan Africa,Lower middle income,4982850662.20851,5481135728.429362,10,-39.24809917723098,-39.131970552313476,0.11612862491750775,-0.2958834372923657
Ghana,2019,Sub-Saharan Africa,Lower middle income,68352629246.1555,75187892170.77106,10,65.69020865270329,67.28321181132844,1.5930031586251516,2.4250237460002286
Ghana,2013,Sub-Saharan Africa,Lower middle income,62845721959.827,69130294155.80971,10,30.196089359125835,31.660750407167484,1.4646610480416484,4.8504991180223795
Ghana,2021,Sub-Saharan Africa,Lower middle income,79514204730.3979,87465625203.4377,10,74.20065959612805,76.05379064153283,1.8531310454047798,2.497458992266802
Ghana,2005,Sub-Saharan Africa,Lower middle income,10744568381.4456,11819025219.590162,10,-30.78850587323757,-30.538096612343452,0.2504092608941164,-0.813320600632916
Greece,2001,Europe & Central Asia,High income,132050474720.03,145255522192.03302,10,122.81630130345661,125.89382481128564,3.077523507829028,2.505793998978222
Greece,2022,Europe & Central Asia,High income,217990189600.69,239789208560.75903,10,NA,NA,NA,NA
Greece,2019,Europe & Central Asia,High income,207305649887.019,228036214875.72095,10,-0.30664127395766627,4.524753783013466,4.831395056971132,-1575.5853719933789
Greece,2020,Europe & Central Asia,High income,191362985554.861,210499284110.3471,10,-48.78872926677491,-44.32888852919314,4.4598407375817715,-9.141129118562471
Grenada,2007,Latin America & Caribbean,Upper middle income,758683592.592593,834551951.8518523,10,-12.04540383894448,-12.02772221685143,0.017681622093050464,-0.1467914428562644
Guatemala,2014,Latin America & Caribbean,Upper middle income,57852159007.6243,63637374908.386734,10,19.148682122326022,20.49696488845848,1.3482827661324563,7.041125637364114
Guatemala,2008,Latin America & Caribbean,Upper middle income,38503720224.3166,42354092246.74826,10,-7.015897335651971,-6.1185427113657624,0.8973546242862085,-12.790304380969387
Guatemala,2012,Latin America & Caribbean,Upper middle income,49593929487.1263,54553322435.83893,10,-3.7954702617894327,-2.639650987638106,1.1558192741513267,-30.452597291762153
Guatemala,2004,Latin America & Caribbean,Upper middle income,23577298094.6571,25935027904.122814,10,-0.1534017471963125,0.39608275326634157,0.5494845004626541,-358.1996362528149
Guyana,2006,Latin America & Caribbean,High income,2379817990.6918,2617799789.76098,10,-16.488269346503273,-16.432806116808422,0.05546322969485118,-0.33637993490574236
Haiti,2019,Latin America & Caribbean,Lower middle income,15016090929.5125,16517700022.463753,10,32.25687173083986,32.60683164525324,0.3499599144133754,1.084915850903139
Haiti,2003,Latin America & Caribbean,Lower middle income,5071947798.27263,5579142578.099894,10,-5.537105239730124,-5.418900147224747,0.11820509250537725,-2.1347813954704336
Haiti,2017,Latin America & Caribbean,Lower middle income,15093357161.1498,16602692877.26478,10,22.248829669577447,22.60059032453904,0.3517606549615948,1.5810299246552484
Haiti,2005,Latin America & Caribbean,Lower middle income,7030149730.33692,7733164703.370612,10,-8.565998339609507,-8.402156058053606,0.16384228155590108,-1.912705035188812
Haiti,2016,Latin America & Caribbean,Lower middle income,14069277526.2278,15476205278.850582,10,29.748222600410884,30.076116403268713,0.32789380285782954,1.1022298954200398
Haiti,2010,Latin America & Caribbean,Lower middle income,11859312725.1448,13045243997.65928,10,7.086725479000336,7.363114592903287,0.27638911390295107,3.9000962393979868
Haiti,2022,Latin America & Caribbean,Lower middle income,20253551920.5516,22278907112.606762,10,NA,NA,NA,NA
Honduras,2010,Latin America & Caribbean,Lower middle income,15839344591.9842,17423279051.18262,10,-2.4628268584518764,-2.0936804738305455,0.369146384621331,-14.988726607171039
Honduras,2003,Latin America & Caribbean,Lower middle income,8230391346.67228,9053430481.33951,10,4.349958981976158,4.541773686934391,0.19181470495823305,4.409575027098138
Honduras,2018,Latin America & Caribbean,Lower middle income,24067750760.499,26474525836.548904,10,13.210751536081148,13.771666359773008,0.56091482369186,4.245896398550013
Honduras,2019,Latin America & Caribbean,Lower middle income,24882225741.8119,27370448315.99309,10,24.658988331167052,25.238885032105713,0.5798967009386615,2.3516646066364246
Honduras,2006,Latin America & Caribbean,Lower middle income,10917477066.1429,12009224772.75719,10,-0.9278772784516605,-0.673438266486869,0.25443901196479146,-27.421623298004594
Honduras,2008,Latin America & Caribbean,Lower middle income,13881731875.7466,15269905063.32126,10,-3.8427717253566698,-3.5192487977218434,0.3235229276348264,-8.41899937745582
"Hong Kong SAR, China",2005,East Asia & Pacific,High income,181569311742.213,199726242916.43433,10,54.430216626299625,58.66180932880002,4.231592702500393,7.774344775353639
"Hong Kong SAR, China",2007,East Asia & Pacific,High income,211596944503.8,232756638954.18,10,63.3509330468346,68.28233955844212,4.93140651160752,7.784268162178115
"Hong Kong SAR, China",2004,East Asia & Pacific,High income,169099768875.193,186009745762.7123,10,59.220783972248455,63.161765744447166,3.940981772198711,6.654727458598828
"Hong Kong SAR, China",2020,East Asia & Pacific,High income,344943149590.058,379437464549.06384,10,-47.9935855337219,-39.95445766251464,8.039127871207256,-16.75042150280415
"Hong Kong SAR, China",2017,East Asia & Pacific,High income,341273289534.466,375400618487.91266,10,-3.544991312647653,4.408608046712516,7.953599359360169,-224.36160367963925
"Hong Kong SAR, China",2021,East Asia & Pacific,High income,368954169748.818,405849586723.6998,10,-44.06329942251614,-35.46457887175052,8.59872055076562,-19.514472732315895
Hungary,2019,Europe & Central Asia,High income,164936682033.992,181430350237.3912,10,32.29998308397967,36.14394136840906,3.843958284429391,11.900805874836323
Hungary,2002,Europe & Central Asia,High income,67636468625.0428,74400115487.54709,10,80.9849094139663,82.5612219764273,1.5763125624609984,1.9464275182471888
Hungary,2021,Europe & Central Asia,High income,183282685440.486,201610953984.5346,10,11.002423815573593,15.273947823473009,4.271524007899416,38.82348180273882
Hungary,2003,Europe & Central Asia,High income,85190469121.074,93709516033.18141,10,76.88043882130273,78.86585895643611,1.9854201351333813,2.5824776309461477
Hungary,2006,Europe & Central Asia,High income,115604111412.139,127164522553.35292,10,91.47919033936455,94.17342049057629,2.694230151211741,2.9451836436427037
Hungary,2010,Europe & Central Asia,High income,131898737241.166,145088610965.28262,10,70.8744332059016,73.94842037159151,3.073987165689914,4.337229980745649
Iceland,2009,Europe & Central Asia,High income,13212543837.5133,14533798221.264631,10,234.62848258123176,234.9364096397626,0.30792705853082225,0.13124027191550092
Iceland,2016,Europe & Central Asia,High income,21083713310.457,23192084641.5027,10,6.941672071141511,7.43304193166523,0.49136986052371867,7.078551903459712
Iceland,2012,Europe & Central Asia,High income,14943757823.3226,16438133605.654861,10,165.91386043582452,166.26213457943595,0.34827414361143383,0.2099126273697587
Iceland,2011,Europe & Central Asia,High income,15394005872.149,16933406459.363901,10,221.95694745514356,222.3157149268368,0.358767471693227,0.1616383158115527
Iceland,2000,Europe & Central Asia,High income,9140168922.35677,10054185814.592447,10,-140.51728968665816,-140.30427201456177,0.21301767209638456,-0.15159534643131548
Iceland,2002,Europe & Central Asia,High income,9416199699.54736,10357819669.502096,10,-201.31956375105528,-201.10011299942994,0.21945075162534522,-0.10900617284106097
India,2012,South Asia,Lower middle income,1827637590410.41,2010401349451.4512,10,1971.4946577635528,2014.088958618623,42.59430085507029,2.1605080534881544
India,2016,South Asia,Lower middle income,2294796885663.16,2524276574229.4766,10,2398.9102902790646,2452.392046980767,53.48175670170258,2.2294187872895015
India,2015,South Asia,Lower middle income,2103588360044.94,2313947196049.434,10,2288.74646935064,2337.7719851055754,49.02551575493544,2.1420247463601725
India,2009,South Asia,Lower middle income,1341888016994.9,1476076818694.39,10,1621.8966408869474,1653.1702271874237,31.27358630047638,1.9282108065390755
India,2007,South Asia,Lower middle income,1216736438834.96,1338410082718.456,10,1427.2265959992783,1455.5834421316813,28.356846132403007,1.9868496153232662
India,2005,South Asia,Lower middle income,820383763511.445,902422139862.5895,10,1167.5544907004041,1186.6740760180674,19.119585317663223,1.6375754168178973
Indonesia,2003,East Asia & Pacific,Upper middle income,234772463823.808,258249710206.18884,10,197.94518560858728,203.416712901015,5.471527292427709,2.7641628542797667
Indonesia,2023,East Asia & Pacific,Upper middle income,1371169301563.62,1508286231719.9822,10,NA,NA,NA,NA
Indonesia,2008,East Asia & Pacific,Upper middle income,510228634992.258,561251498491.4839,10,326.45129773014014,338.34251297859214,11.891215248452,3.6425694525135057
Indonesia,2002,East Asia & Pacific,Upper middle income,195660611165.183,215226672281.70132,10,165.3688903795296,169.9288901197326,4.559999740203011,2.7574713295454734
Indonesia,2021,East Asia & Pacific,Upper middle income,1186509691086.73,1305160660195.403,10,749.11008643215,776.7624782492042,27.652391817054195,3.6913655706808837
Indonesia,2012,East Asia & Pacific,Upper middle income,917869913332.649,1009656904665.9141,10,519.0321840602385,540.4237484707348,21.391564410496358,4.1214331340989965
Indonesia,2006,East Asia & Pacific,Upper middle income,364570515618.357,401027567180.19275,10,280.5959866442156,289.0925432408926,8.49655659667701,3.0280392454259517
"Iran, Islamic Rep.",2009,Middle East & North Africa,Upper middle income,414059094949.063,455465004443.9693,10,567.3144289910464,576.9643496069153,9.64992061586895,1.7009827571336547
"Iran, Islamic Rep.",2003,Middle East & North Africa,Upper middle income,151911222119.488,167102344331.43683,10,430.9842887834127,434.5246801236708,3.540391340258111,0.8214664507265376
"Iran, Islamic Rep.",2017,Middle East & North Africa,Upper middle income,510239893417.645,561263882759.4095,10,656.0768130070794,667.9682906405692,11.891477633489785,1.8125130164235008
"Iran, Islamic Rep.",2021,Middle East & North Africa,Upper middle income,407350685583.335,448085754141.6686,10,652.3465911449089,661.840167850868,9.493576705959185,1.4552964382472464
Iraq,2022,Middle East & North Africa,Upper middle income,287372232137.931,316109455351.7242,10,NA,NA,NA,NA
Iraq,2004,Middle East & North Africa,Upper middle income,36633669269.3981,40297036196.33791,10,115.60345782474894,116.45722967671429,0.8537718519653481,0.7385348743284463
Iraq,2006,Middle East & North Africa,Upper middle income,65147051918.0219,71661757109.8241,10,102.7235285282809,104.24182359059341,1.518295062312518,1.478040215386989
Iraq,2007,Middle East & North Africa,Upper middle income,88837057319.5179,97720763051.4697,10,104.06841252264019,106.1388188036234,2.0704062809832067,1.989466573762512
Iraq,2005,Middle East & North Africa,Upper middle income,50065104667.8159,55071615134.597496,10,101.97476956520222,103.14156988806212,1.166800322859899,1.1442049124846043
Ireland,2002,Europe & Central Asia,High income,128596035288.401,141455638817.24112,10,95.87150022014123,98.86851573600904,2.9970155158678153,3.126075537553949
Ireland,2010,Europe & Central Asia,High income,221732824603.484,243906107063.83243,10,50.25831548653639,55.425945376707546,5.167629890171156,10.282139065236882
Ireland,2016,Europe & Central Asia,High income,305431252708.748,335974377979.6228,10,-5.822026036660645,1.2962509875583237,7.118277024218969,-122.26460306766023
Ireland,2021,Europe & Central Asia,High income,530394123829.763,583433536212.7394,10,-22.887741547361884,-10.526556266042917,12.361185281318967,-54.007885643674435
Israel,2000,Middle East & North Africa,High income,136512300542.025,150163530596.2275,10,150.91886316538148,154.10037247018795,3.181509304806468,2.1080925459397832
Israel,2010,Middle East & North Africa,High income,239679036634.372,263646940297.80923,10,79.58890186269468,85.17478007434033,5.58587821164565,7.018413473378869
Israel,2002,Middle East & North Africa,High income,125332331883.997,137865565072.3967,10,106.68639809033402,109.60735084330076,2.920952752966741,2.737886745875044
Israel,2019,Middle East & North Africa,High income,400645216358.857,440709737994.74274,10,23.61211752435065,32.94941884233344,9.337301317982792,39.544531778454186
Israel,2014,Middle East & North Africa,High income,315017088116.716,346518796928.38763,10,42.7713397450234,50.113020993064765,7.341681248041368,17.164955065256287
Israel,2018,Middle East & North Africa,High income,376299083108.497,413928991419.34674,10,29.688096172260884,38.457994778806324,8.76989860654544,29.54011788313865
Israel,2011,Middle East & North Africa,High income,268094998225.028,294904498047.5308,10,72.4936270738765,78.74175803378535,6.248130959908849,8.618869288387971
Italy,2014,Europe & Central Asia,High income,2173255507985.84,2390581058784.4243,10,419.1485762037819,469.7977308435161,50.649154639734206,12.083818844969564
Italy,2016,Europe & Central Asia,High income,1887111188176.93,2075822306994.623,10,352.0233293630022,396.0037016851361,43.98037232213392,12.493595922099212
Italy,2015,Europe & Central Asia,High income,1845428048839.1,2029970853723.0103,10,358.44147553483754,401.4503947708372,43.008919235999656,11.9988679244848
Italy,2012,Europe & Central Asia,High income,2097929495121.68,2307722444633.848,10,420.17009488649296,469.06372705777744,48.89363217128448,11.636628300377463
Jamaica,2020,Latin America & Caribbean,Upper middle income,15000214216.2439,16500235637.868292,10,-78.73896064589951,-78.38937074877242,0.349589897127089,-0.443985917847259
Jamaica,2021,Latin America & Caribbean,Upper middle income,15963885376.3537,17560273913.98907,10,-66.42226152611659,-66.05021263627975,0.37204888983683304,-0.5601268028047299
Jamaica,2007,Latin America & Caribbean,Upper middle income,12799600047.1845,14079560051.90295,10,49.86402740497988,50.16233053580572,0.29830313082584325,0.5982331278681512
Jamaica,2018,Latin America & Caribbean,Upper middle income,16855447986.2221,18540992784.84431,10,-35.18116114035399,-34.78833379518494,0.39282734516905293,-1.1165843662802437
Jamaica,2015,Latin America & Caribbean,Upper middle income,14963589915.5912,16459948907.150322,10,-31.00769997595785,-30.658963632340942,0.3487363436169062,-1.1246765928698441
Japan,2021,East Asia & Pacific,High income,5039148168861.22,5543062985747.342,10,1134.5402769325922,1251.9809524165937,117.44067548400153,10.351388828743994
Japan,2009,East Asia & Pacific,High income,5289493117993.89,5818442429793.279,10,1335.5641492082668,1458.8392790375146,123.27512982924782,9.230191593741589
Japan,2004,East Asia & Pacific,High income,4893116005656.56,5382427606222.216,10,1239.5900706823847,1353.6273701761509,114.03729949376611,9.199597688854466
Japan,2002,East Asia & Pacific,High income,4182846045873.61,4601130650460.972,10,1035.573164355697,1133.0571534371288,97.4839890814319,9.413529863153954
Japan,2019,East Asia & Pacific,High income,5117993853016.51,5629793238318.161,10,1190.18256385629,1309.4607900722622,119.27822621597215,10.021842853209076
Jordan,2010,Middle East & North Africa,Lower middle income,27133804225.3521,29847184647.887314,10,-0.4094977485351592,0.22287347570613747,0.6323712242412967,-154.42605643215197
Jordan,2015,Middle East & North Africa,Lower middle income,38587017887.3239,42445719676.05629,10,78.91793061160502,79.81722654293003,0.899295931325014,1.1395330875449627
Jordan,2022,Middle East & North Africa,Lower middle income,48764963380.2817,53641459718.309875,10,NA,NA,NA,NA
Kazakhstan,2004,Europe & Central Asia,Upper middle income,43151647002.6096,47466811702.87056,10,199.72637659152872,200.73205421846365,1.0056776269349257,0.5035276982927956
Kazakhstan,2005,Europe & Central Asia,Upper middle income,57123671733.8952,62836038907.28473,10,182.20622520574807,183.53753009493744,1.3313048891893686,0.7306582899053276
Kazakhstan,2014,Europe & Central Asia,Upper middle income,221415613595.469,243557174955.0159,10,213.5999551635183,218.76019224168965,5.160237078171349,2.415841835837936
Kazakhstan,2021,Europe & Central Asia,Upper middle income,197112255360.612,216823480896.67322,10,209.3978616176271,213.99169288434223,4.593831266715142,2.1938291209027483
Kazakhstan,2020,Europe & Central Asia,Upper middle income,171082365861.423,188190602447.5653,10,184.41375154569482,188.40093904978994,3.987187504095118,2.162087952051209
Kazakhstan,2023,Europe & Central Asia,Upper middle income,261840101059.923,288024111165.91534,10,NA,NA,NA,NA
Kazakhstan,2012,Europe & Central Asia,Upper middle income,207998568865.789,228798425752.36792,10,240.0397075396288,244.88725153094288,4.847543991314069,2.0194758779706374
Kazakhstan,2019,Europe & Central Asia,Upper middle income,181667184854.501,199833903339.9511,10,225.6182842574409,229.85215795744978,4.233873700008871,1.876564975194043
Kenya,2011,Sub-Saharan Africa,Lower middle income,46869473150.61,51556420465.671005,10,40.8010825497646,41.89340657000287,1.0923240202382658,2.677193721284162
Kenya,2018,Sub-Saharan Africa,Lower middle income,92202979985.2863,101423277983.81494,10,53.88112103523224,56.02997236649941,2.148851331267167,3.988134043948451
Kenya,2009,Sub-Saharan Africa,Lower middle income,42347217912.9176,46581939704.209366,10,47.15106695507586,48.1379968309015,0.9869298758256377,2.0931231031653117
Kenya,2004,Sub-Saharan Africa,Lower middle income,16095337093.8366,17704870803.22026,10,-30.592962156705653,-30.21784969779378,0.3751124589118717,-1.226139714717527
Kenya,2019,Sub-Saharan Africa,Lower middle income,100378436207.371,110416279828.10811,10,55.863027593314484,58.20241333018697,2.3393857368724866,4.187717418223958
Kenya,2023,Sub-Saharan Africa,Lower middle income,107500884685.013,118250973153.51431,10,NA,NA,NA,NA
"Korea, Rep.",2020,East Asia & Pacific,High income,1744070276373.34,1918477304010.6743,10,646.6999062358902,687.3466156568486,40.64670942095836,6.28525055114699
Kuwait,2018,Middle East & North Africa,High income,138646316350.727,152510947985.7997,10,129.3209396975874,132.55218364993152,3.23124395234413,2.498623935072142
Kuwait,2016,Middle East & North Africa,High income,109406674124.652,120347341537.1172,10,148.84440234040835,151.39419712339463,2.5497947829862824,1.713060580642382
Kuwait,2010,Middle East & North Africa,High income,115416245241.742,126957869765.91621,10,284.2706636146927,286.9605154207529,2.6898518060602328,0.9462291225752801
Kuwait,2011,Middle East & North Africa,High income,154039231245.856,169443154370.4416,10,212.53786053973295,216.12784653783024,3.5899859980972906,1.6891042325262138
Kyrgyz Republic,2017,Europe & Central Asia,Lower middle income,7702938379.42036,8473232217.362396,10,-52.23399448042136,-52.054472415148325,0.1795220652730336,-0.3436881805781158
Kyrgyz Republic,2018,Europe & Central Asia,Lower middle income,8271106235.41552,9098216858.957073,10,-44.96468423896482,-44.7719206466399,0.19276359232492268,-0.42869997996756865
Kyrgyz Republic,2013,Europe & Central Asia,Lower middle income,7335033800.59056,8068537180.649616,10,-10.030449525078893,-9.859501718947229,0.1709478061316645,-1.704288583520088
Kyrgyz Republic,2015,Europe & Central Asia,Lower middle income,6678177511.66313,7345995262.829443,10,-9.636260213376431,-9.480620876788066,0.15563933658836504,-1.6151425256482448
Lao PDR,2004,East Asia & Pacific,Lower middle income,2366398119.86321,2603037931.8495317,10,-21.791658076729078,-21.736507605985196,0.05515047074388235,-0.2530806538433005
Lao PDR,2012,East Asia & Pacific,Lower middle income,10192846339.4029,11212130973.343191,10,-17.036582939151884,-16.799031924756008,0.23755101439587634,-1.3943583360836918
Lao PDR,2000,East Asia & Pacific,Lower middle income,1731198022.46763,1904317824.7143931,10,-34.216842726211084,-34.176496013167096,0.04034671304398785,-0.11791477479914038
Latvia,2002,Europe & Central Asia,High income,9249030241.01864,10173933265.120506,10,56.83015392097764,57.04570867798782,0.21555475701018167,0.37929645115850064
Latvia,2014,Europe & Central Asia,High income,30277203767.4058,33304924144.14638,10,-22.581363119593675,-21.875732893401164,0.7056302261925111,-3.1248345038136396
Latvia,2004,Europe & Central Asia,High income,13827070378.5612,15209777416.41732,10,52.38981008724511,52.71205909259436,0.3222490053492493,0.6150986323726041
Latvia,2017,Europe & Central Asia,High income,29391059767.4259,32330165744.16849,10,-46.69623610530493,-46.01125805016329,0.6849780551416416,-1.4668806573552178
